title,price,is_both_ways,travel_dates,miles,routing,travel_info,posting_date
"jetBlue - $213: Philadelphia - Aguadilla, Puerto Rico. Roundtrip, including all Taxes",213,0,/December,3960,<li>PHL - FLL (Fort Lauderdale) - BQN (Aguadilla) - FLL - PHL</li>,<li>Valid for travel in December. Availability is extremely limited. Must purchase at least 7 days in advance of departure</li>,10 Nov 2016
"Delta - $600: Portland - Taipei, Taiwan. Roundtrip, including all Taxes",600,0,"/Nov 10 2016early December/January, 2017 - March, 2017",12356,<li>PDX - NRT (Tokyo) - TPE (Taipei) - NRT - PDX</li>,"<li>Valid for travel on the outbound until early December or January, 2017 - March, 2017. Availability is limited. Must purchase at least 7 day in advance of departure.</li>",10 Nov 2016
"Air Canada - $503: New York / Newark - Beijing, China. Roundtrip, including all Taxes",503,0,"/Nov 11 2016early December/mid January, 2017 - June, 2017",13828,"<li>LGA - YYZ (Toronto) - PEK (Beijing) - YYZ - LGA. Also available from EWR, use NYC on the From: field on <a class=""thirstylink"" title=""Priceline"" href=""http://www.theflightdeal.com/go/priceline/"" target=""_blank"" rel=""nofollow"">Priceline</a> to search for both.</li>","<li>Valid for travel on the outbound until early December or mid January, 2017 - June, 2017 for Monday through Thursday departures and returns. Availability is limited. Must purchase at least 3 days in advance of departure and by <strong>November 11th (TODAY)</strong></li>",11 Nov 2016
"United - $510: Chicago - Madrid, Spain. Roundtrip, including all Taxes",510,0,"/Nov 11 2016early December/January, 2017 - early May, 2017",8782,<li>ORD - IAD (Washington D.C.) - MAD (Madrid) - IAD - ORD</li>,"<li>Valid for travel on the outbound until early December or January, 2017 - early May, 2017. A 7 day minimum stay is required. Availability is limited. Must purchase at least 28 days in advance of departure</li>",11 Nov 2016
"jetBlue - $156: Boston - Salt Lake City, Utah (and vice versa). Roundtrip, including all Taxes",156,1,/late November - early December,4196,<li>JFK - SLC (Salt Lake City) - JFK</li>,<li>Valid for travel from late November - early December. Availability is limited. Must purchase at least 14 days in advance of departure</li>,09 Nov 2016
"American - $500: Seattle - Frankfurt, Germany. Roundtrip, including all Taxes",500,0,"/January, 2017 - March, 2017",13480,<li>SEA - CLT (Charlotte) - FRA (Frankfurt) - DFW (Dallas) - SEA.</li>,"<li>Valid for travel on the outbound from January, 2017 - March, 2017. A 7 day minimum stay is required. Must purchase at least 28 days in advance of departure</li>",09 Nov 2016
"United - $273: Philadelphia / Phoenix - Mexico City, Mexico. Roundtrip, including all Taxes",273,0,"/January, 2017 - early February, 2017",4726,<li>PHL - ORD (Chicago) - MEX (Mexico City) - ORD - PHL</li>,"<li>Valid for travel from January, 2017 - early February, 2017. Must purchase at least 14 days in advance of departure</li>",09 Nov 2016
"Air France - $611: San Francisco - Bilabo / Ibiza / Mallorca / Alicante / Valencia, Spain. Roundtrip, including all Taxes",611,0,"/Nov 09 2016early December/January, 2017 - early May, 2017^late August, 2017 - September, 2017",12211,<li>SFO - AMS (Amsterdam) - BIO (Bilbao) - AMS - SFO</li>,"<li>Valid for travel on the outbound until early December or January, 2017 - early May, 2017 or late August, 2017 - September, 2017. A 7 day minimum stay is required. Availability is limited. Must purchase at least 28 days in advance of departure</li>",09 Nov 2016
"United - $630: Washington D.C. - Bangkok, Thailand. Roundtrip, including all Taxes",630,0,"/January, 2017 - April, 2017",19242,<li>IAD - NRT (Tokyo) - BKK (Bangkok) - NRT - IAD</li>,"<li>Valid for travel on the outbound from January, 2017 - April, 2017 for Monday through Thursday departures and returns. Must purchase at least 3 days in advance of departure</li>",10 Nov 2016
"Finnair - $437: New York - Stockholm, Sweden. Roundtrip, including all Taxes",437,0,"/January, 2017 - early May, 2017/late August, 2017 - September, 2017",8730,<li>JFK - HEL (Helsinki) - ARN (Stockholm) - HEL - JFK</li>,"<li>Valid for travel on the outbound from January, 2017 - early May, 2017 or late August, 2017 - September, 2017. A 7 day minimum stay is required. Availability is limited. Must purchase at least 28 days in advance of departure</li>",10 Nov 2016
"Delta - $561: Chicago / Newark / San Francisco - Hong Kong. Roundtrip, including all Taxes",561,0,"/late November - early December/January, 2017 - early May, 2017",16882,<li>ORD - SEA (Seattle) -HKG (Hong Kong) - SEA - DTW (Detroit) - ORD</li>,"<li>Valid for travel on the outbound from late November - early December or January, 2017 - early May, 2017 for Monday through Thursday departures and returns. Must purchase at least 3 days in advance of departure.</li>",10 Nov 2016
"American - $135: Santa Ana (Orange County), California - Newark (and vice versa). Roundtrip, including all Taxes",135,1,"/Nov 10 2016early December/January, 2017 - early February, 2017",5140,<li>SNA - DFW (Dallas) - EWR (Newark) - DFW - SNA</li>,"<li>Valid for travel until early December or January, 2017 - early February, 2017. Availability is extremely limited - just a few scattered dates. Must purchase at least 21 days in advance of departure</li>",10 Nov 2016
"Delta - $373: Dallas / Phoenix - Madrid, Spain. Roundtrip, including all Taxes",373,0,"/Nov 10 2016early December/January, 2017 - March, 2017",10046,<li>DFW - JFK (New York) - MAD (Madrid) - ATL (Atlanta) - DFW</li>,"<li><strong>Dallas:</strong> Valid for travel on the outbound until early December or January, 2017 - March, 2017. It is $20 more in 2017. A 7 day minimum stay is required. Availability is limited. Must purchase at least 28 days in advance of departure</li>",10 Nov 2016
"KLM Royal Dutch - $457: Seattle / Boston - Tallin, Estonia. Roundtrip, including all Taxes",457,0,"/January, 2017 - March, 2017",11965,<li>SEA - CDG (Paris) - TLL (Tallin) - AMS (Amsterdam) - SEA</li>,"<li>Valid for travel on the outbound from January, 2017 - March, 2017. A 7 day minimum stay is required. Availability is limited. Must purchase at least 28 days in advance of departure</li>",10 Nov 2016
"American - $477: Miami - Barcelona / Madrid / Mallorca / Ibiza / Bilbao / Alicante / Valencia. Roundtrip, including all Taxes",477,0,"/Nov 08 2016early December/January, 2017 - early April, 2017",9372,<li>MIA - BCN (Barcelona) - MIA</li>,"<li>Valid for travel on the outbound until early December or January, 2017 - early April, 2017. April, 2017 - early May, 2017 availability for about $30 more. A 7 day minimum stay is required. Availability is limited. Must purchase at least 28 days in advance of departure</li>",08 Nov 2016
"Delta - $455: Portland - Cartagena, Colombia. Roundtrip, including all Taxes",455,0,"/January, 2017 - mid February, 2017",7730,<li>PDX - ATL (Atlanta) - CTG (Cartagena) - ATL - PDX</li>,"<li>Valid for travel from January, 2017 - mid February, 2017. Must purchase at least 21 days in advance of departure</li>",08 Nov 2016
"Delta - $639: San Francisco - Madrid / Barcelona, Spain. Roundtrip, including all Taxes",639,0,"/Nov 08 2016early December/January, 2017 - early April, 2017",12614,<li>SFO - JFK (New York) - MAD (Madrid) - ATL (Atlanta) - SFO</li>,"<li>Valid for travel on the outbound until early December or January, 2017 - early April, 2017. April, 2017 - early May, 2017 availability for about $30 more. A 7 day minimum stay is required. Availability is limited. Must purchase at least 28 days in advance of departure</li>",08 Nov 2016
"Delta - $486: Dallas - Paris, France. Roundtrip, including all Taxes",486,0,"/February, 2017 - March, 2017",10074,<li>DFW - ATL (Atlanta) - CDG (Paris) - DTW (Detroit) - DFW</li>,"<li>Valid for travel on the outbound from February, 2017 - March, 2017 with a 7 day minimum stay requirement<del></del>. Must purchase at least 90 days in advance of departure</li>",08 Nov 2016
"Delta - $215: Baltimore - San Juan, Puerto Rico. Roundtrip, including all Taxes",215,0,"/January, 2017 - March, 2017",3907,<li>BWI - JFK (New York) - SJU (San Juan) - ATL (Atlanta) - BWI</li>,"<li>Valid for travel from January, 2017 - March, 2017. Availability is limited. Must purchase at least 14 days in advance of departure</li>",09 Nov 2016
"American / Delta / jetBlue / United / Virgin America - $266: New York - San Francisco (and vice versa). Roundtrip, including all Taxes",266,1,/Nov 09 2016early December,5172,<li>JFK - SFO (San Francisco) - JFK</li>,<li>Valid for travel until early December. Must purchase at least 21 days in advance of departure</li>,09 Nov 2016
"United - $106: Chicago - Miami (and vice versa). Roundtrip, including all Taxes",106,1,/early December,2396,<li>ORD - MIA (Miami) - ORD</li>,"<li>Valid for travel in early December or late January, 2017. Availability is extremely limited. Must purchase at least 7 days in advance of departure <strong><br>
</strong></li>",09 Nov 2016
"American - $87: Los Angeles - Portland, Oregon (and vice versa). Roundtrip, including all Taxes",87,1,"/January, 2017 - early February, 2017",1668,<li>LAX - PDX (Portland) - LAX</li>,"<li>Valid for travel from January, 2017 - early February, 2017. Must purchase at least 7 days in advance of departure</li>",09 Nov 2016
"United - $552: Phoenix / Dallas - Barcelona / Madrid, Spain. Roundtrip, including all Taxes",552,0,"/Nov 09 2016early December/January, 2017 - early April, 2017",11912,<li>PHX - EWR (Newark) - BCN (Barcelona) - EWR - PHX</li>,"<li>Valid for travel on the outbound until early December or January, 2017 - early April, 2017. A 7 day minimum stay is required. Availability is limited. Must purchase at least 28 days in advance of departure</li>",09 Nov 2016
"United - $98: Newark - Miami (and vice versa). Roundtrip, including all Taxes",98,1,"/Nov 07 2016early December/January, 2017 - early February, 2017",2174,<li>EWR - MIA (Miami) - EWR</li>,"<li>Valid for travel until early December or January, 2017 - early February, 2017. Availability is limited. Must purchase at least 14 days in advance of departure and by <strong>November 7th (TODAY)<br>
</strong></li>",07 Nov 2016
"Delta - $401: Dallas - Milan, Italy. Roundtrip, including all Taxes",401,0,"/January, 2017 - early April, 2017",10740,<li>DFW - JFK (New York) - MXP (Milan) - JFK - DFW</li>,"<li>Valid for travel on the outbound early December or January, 2017 - early April, 2017. Availability is limited. A 7 day minimum stay is required. Must purchase at least 28 days in advance of departure</li>",07 Nov 2016
"American - $486: Miami - Milan, Italy. Roundtrip, including all Taxes",486,0,"/Nov 07 2016early December/January, 2017 - early April, 2017",9838,<li>MIA - MXP (Milan) - MIA</li>,"<li>Valid for travel on the outbound until early December or January, 2017 - early April, 2017. Availability from April, 2017- May, 2017 for about $30 more. Availability is limited. A 7 day minimum stay is required. Must purchase at least 28 days in advance of departure</li>",07 Nov 2016
"American - $96: Washington D.C. - Dallas (and vice versa). Roundtrip, including all Taxes",96,1,"/January, 2017 - early February, 2017",2378,"<li>DCA - DFW (Dallas) - DCA. Also available from/to IAD. Use WAS to search for both DCA and IAD on <a class=""thirstylink"" title=""Priceline"" href=""http://www.theflightdeal.com/go/priceline/"" target=""_blank"" rel=""nofollow"">Priceline</a>.</li>","<li>Valid for travel from January, 2017 - early February, 2017 for Tuesday and Wednesday departures and returns. Availability is limited. Must purchase at least 7 days in advance of departure</li>",08 Nov 2016
"American - $86: New York - Chicago (and vice versa). Roundtrip, including all Taxes",86,1,/Nov 08 2016mid December,1462,<li>LGA - ORD (Chicago) - LGA</li>,<li>Valid for travel until mid December. Availability is limited. Must purchase at least 21 days in advance of departure and by <strong>November 8th (TODAY)</strong></li>,08 Nov 2016
"United - $442: Washington D.C. - Stockholm, Sweden. Roundtrip, including all Taxes",442,0,"/early December/January, 2017 - March, 2017",10164,<li>IAD - ZRH (Zurich) - ARN (Stockholm) - ZRH - IAD.</li>,"<li>Valid for travel on the outbound in early December or January, 2017 - March, 2017. A 7 day minimum stay is required. Availability is limited. Must purchase at least 28 days in advance of departure</li>",07 Nov 2016
"United / jetBlue - $112: Newark - Fort Lauderdale (and vice versa). Roundtrip, including all Taxes",112,1,/Nov 07 2016early December,2132,<li>EWR - FLL (Fort Lauderdale) - EWR</li>,"<li>Valid for travel until early December. Availability is limited. Must purchase at least 7 days in advance of departure <strong><br>
</strong></li>",07 Nov 2016
"United - $126: Chicago - San Diego (and vice versa). Roundtrip, including all Taxes",126,1,"/January, 2017 - early February, 2017",3438,<li>ORD - SAN (San Diego) - ORD</li>,"<li>Valid for travel from January, 2017 - early February, 2017. Availability is extremely limited - just a few scattered dates. Must purchase at least 21 days in advance of departure</li>",07 Nov 2016
"Avianca / Aeromexico - $399: Los Angeles - Cuzco, Peru. Roundtrip, including all Taxes",399,0,"/January, 2017 - February, 2017",9555,<li>LAX - MEX (Mexico City) - BOG (Bogota) - CUZ (Cuzco) - BOG - MEX - LAX. Segments between Los Angeles and Mexico City will be operated by Aeromexico. Segments between Mexico City and Cuzco will be operated by Avianca</li>,"<li>Valid for travel from January, 2017 - February, 2017. Availability is limited. Must purchase at least 3 days in advance of departure</li>",07 Nov 2016
"jetBlue - $132: Seattle / Portland - Anchorage, Alaska (and vice versa). Roundtrip, including all Taxes",132,1,"/late May, 2017 - mid June, 2017",2880,<li>SEA - ANC (Anchorage) - SEA</li>,"<li>Valid for travel from late May, 2017 - mid June, 2017. Must purchase at least 21 days in advance of departure</li>",07 Nov 2016
